HIRE_SEQ,EMP_CO_NO,CO_CLCD,CO_CLCD_NM,CO_NM,BUSINO,REG_LOG_IMG_NM,MAP_COOR_Y,MAP_COOR_X,HOMEPG,CO_INTRO_SUMMARY_CONT,CO_INTRO_CONT,MAIN_BUSI_CONT,REG_DATE,REG_USR,UPD_DATE,UPD_USR,USE_YN
9095,E000022103,60,강소기업,아정네트웍스,3298802173,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDClM6Lb6nOvIhhHu3%2F%2Faij0WVXjxcv0zsCq1PlDE4Fsq2hp133%2FvkyqcromoNk11gT%2FzdSRE%2Bx501UropMAp2TdY%3D,35.2126104798542,129.016167332253,https://recruit.ajd.co.kr,올라운더 기업,"아정은 고객의 라이프 케어에 초점을 맞춘 올라운더 기업으로서, 다채로운 솔루션과 서비스를 위해 노력하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:19,API_SYNC,Y
9096,E000022083,00,중소기업,울산대학교산학협력단,6108210640,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCmp9CVm4DwBrM8DA%2BkhicegLtZKsZ%2BDMJm0Ew%2BemGUReaCol8EvA1%2FR0O%2BcXhUOmSbRRCRlRnvLU%2BCIl82HS6Ow%3D,35.54183711963,129.257425346502,https://www.ulsan.ac.kr/kor/CMS/Contents/Contents.do?mCode=MN248,산학협동 비전 지역과 상생하는 산학연관협력 교육 및 연구,"울산대학교는 대학설립초기부터 산업도시의 위치한 여건을 바탕으로 산학협동 사업을 지속으로 추진하여 왔고, 그 동안 지역 유관기관 및 산업체와 공동연구, 현장교육, 국책사업 등 많은 산학협력 사업들을 추진하여 산학협동 부분에 있어 국내 대학의 모범사례가 되어 왔습니다.2003년 「산업교육진흥법」이 「산업교육 및 산학협력촉진에 관한 법률」로 개정되면서 그 설립근거가 마련된 울산대학교 산학협력단은 2004년 3월 15일 설립 후 대학 및 지역 발전에 중추적 역할 담당하였습니다.울산대학교 산학협력단은 지역 최고의 산학협력 거점대학으로서의 역할을 수행하고 있고, 전국 최고의 산·학·연·관 협력 체제를 갖춘 완전한 개방형 산학협력 모델로, 수요자 지향적 산학협력을 추진하고 있습니다. 인재육성 및 공동연구 강화를 위한 산업체 장기인턴십, 산학협력교수제, 지역특화연구팀(센터)운영, 가족회사제확대, 기술이전 및 창업보육사업 등을 진행하고 있으며, 산학협력교수제도(2005년시행) 및 산업체장기인턴십제도(2008년시행), 글로벌기술마케터양성센터(비이공계 산학협력프로그램) 등을 통한 전국 최고의 산학협력 선도대학으로 발전하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9097,E000022063,00,중소기업,에프엠커뮤니케이션즈,2298117590,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCguDkw0p7%2BFGAHgxNKS%2Fbj6mGmLgSDh9e6wNUySHy9xn3x85hUdSeJdiuglMImZyEaa7zx19rgo0RPO9yVCZgcw%3D,37.4895776163605,127.010817780668,https://feelxmove.com,하이브리드 문화 기술 콘텐츠를 제공하는 기업,"에프엠커뮤니케이션즈는 문화와 기술을 융합한 ‘하이브리드 문화 기술 콘텐츠’를 통해 온·오프라인 모든 접점에서 브랜드 경험을 만듭니다.HYBRID CULTURE TECHNOLOGYIP, 문화 예술 분야의 모든 콘텐츠와 IT, 3D 그래픽 기술을 융합하여 종합적인 브랜드 경험을 선사합니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9098,E000022043,00,중소기업,엘지경영연구원,1168113527,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCvp2nmkgQGXbO5wN3cHDRH8AJGNJntcoowny1e%2FKqMVHHl03P4BYPO2aeHjMChcXoaPMsa8cqHkwwR3nD1vyRdI%3D,37.5279271045092,126.929241174348,https://www.lgbr.co.kr,경제 및 경영학 연구개발업,"시장, 고객, 경쟁 기업의 변화 흐름을 읽고 우리 기업들의 실질적 변화와 혁신을 이끌어 나갑니다.변화와 혁신에 대한 깊이 있는 통찰력을 제공하고 고객의 문제를 함께 해결합니다.다양한 산업에서 나타나는 주요 트렌드와 이슈에 관심을 가지고 연구하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9099,E000022023,40,중견기업,디알비오토모티브,1658802787,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCmTLzFicrBm4PVpkLaQyz9FoEzRhIhKD5FRp2Lp87K%2BMQo028UTBxHWdYt5j8nwLoEGK1qkRDg5akiPvpS55l3E%3D,35.2240240549679,129.115941741127,https://www.drb-automotive.com,제조업 기반의 혁신기업,"DRB오토모티브는 글로벌 네트워크를 기반으로 자동자부품, 전기차 배터리 팩 가스켓, 엘리베이터 플랫벨트 영역에서 지속적으로 성장해나가는 제조업 기반의 혁신기업입니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9100,E000022003,00,중소기업,그린랩스,3208800732,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCuzjtJltSMszjN2os0oFUK6PFP0r343jyuAW4QgLTsSNhMvqIwmaEWXb0IQFyJT%2FTSqm3oPeeUZqCCzATVVzAXU%3D,37.486227126821,127.11677647675,https://greenlabs.co.kr,지속가능한 농업과 미래 식량 문제를 생각하는 글로벌 No.1 애그테크 기업,"새 역사를 쓰는 그린랩스의 혁신그린랩스는 농업 플랫폼 ‘팜모닝’을 통해 데이터로 농사를 짓는 시대를 열었습니다. 생산부터 유통까지, 농업의 데이터 구축을 통해 농민의 농장 경영활동을 돕고 나아가 농업 생태계 육성에 기여하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9101,E000021984,40,중견기업,교원,4968602009,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCsHT6B1QQvv9cAPTPTNyFohAwI0BGSqzME3ZYhqvXkrOVCkng1r3sdfHRIJ2a0vAD9n9t6ViWbsAWIDcPO8oXxg%3D,37.5664928978912,126.983681840765,https://www.kyowon.co.kr/Home/,에듀테크 기업,"교원그룹은 지난 1985년 ‘대한민국 아이들이 누구나 쉽게 양질의 교육 혜택을 받을 수 있어야 한다’는 신념으로 교육 사업을 시작했습니다.이후 지난 41년간 늘 시대의 변화를 기민하게 살피며 최고의 상품과 서비스를 선보이기 위해 노력해왔고, 그 결과 첨단 기술을 통해 교육 문화를 선도하는 ‘에듀테크 기업’으로 성공적인 혁신을 이루어냈습니다.아이들이 건강하게 자라 행복하게 살아가려면 양질의 교육 서비스 제공을 넘어 살기 좋은 세상을 만들어주어야 합니다.이를 위해 교원그룹은 건강가전, 호텔레저, 상조라이프, 이커머스 등 우리 삶에 밀접한 생활문화 분야로 결합상품 출시 등을 통해 사업을 확장, 고객의 삶의 질 향상을 위한 더욱 차별화된 고객 가치를 선사하고 있습니다.교원그룹은 더 큰 미래지향적 가치를 창출하기 위해 변화와 혁신을 계속할 것입니다.교원그룹의 성공과 성장을 이끄는 가장 큰 동력은 그룹의 인재들, 즉 ‘사람’입니다.특히 구몬 · 빨간펜 선생님, 웰스매니저 등 최고의 파트너들이 있었기에 오늘날의 교원그룹도 존재합니다.최근에는 오픈이노베이션 시스템 도입, AI 혁신센터 운영 등 한발 앞선 투자를 바탕으로 다양한 원천 기술과 인재를 확보, 각 사업 영역과 AI 솔루션의 결합에 역량을 집중하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9102,E000021983,00,중소기업,가온칩스,1448104023,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCjC09xeR0v%2BrHzAKdUzrhsNqc%2FITSgBYC9iVCkPS2uYp69cMYUkOOumLOfErhiAxV%2FhFmrqOchMEZaAAqQW0DtA%3D,37.4078730617139,127.091185217334,https://www.gaonchips.com,시스템반도체 기업,"기술 혁신을 선도하는 글로벌 퍼스트 무버 기업 가온칩스가온칩스는 AI/HPC, Automotive 등 다양한 시스템 반도체 응용 분야에서 180nm부터 최선단 2nm 공정에 이르기까지 폭넓은 경험과 기술력을 보유하고 있습니다. 오랜 경험을 통해 축적된 전문성과 혁신적인 기술력을 바탕으로, 고객의 요구에 최적화된 맞춤형 솔루션을 제공합니다.가온칩스에서 가온의 의미는 순 우리말로 세상의 중심, 가운데를 의미합니다. 가온칩스는 시스템반도체 밸류 체인의 중심에서 창의적인 혁신 활동으로 새로운 가치를 창출하고, 시장을 선도하는 첨단 기술력으로 성공 스토리를 만들어 나아가고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9103,E000021963,30,공공기관,한국도로공사서비스,7348801357,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCt5zwCod9Jd0j4l5ttFLTcO7BqyLHG2fOeKkgcNpqOFZK4r%2FT37zymNf9VpPebFZFLpxzLWNekAZlXqzmFLNGO8%3D,37.4106649079086,127.096253961931,https://www.exservice.co.kr/main/,고속도로를 이용하는 국민에게 서비스를 제공하는 공공기관,"한국도로공사서비스는 통행료, 콜센터 및 교통방송 운영 등 고속도로를 이용하는 국민에게 서비스를 제공하는 공공기관입니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9104,E000021944,40,중견기업,에스엔에프코리아,2148189374,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCt%2B4q0Szboxu1t%2FyAgBHxqltlNZf4gqr70IxSJPA2O2DGCIPCmS07YDcfXxXTnB6NcGNbFkfuoLpEWrLmhy80Iw%3D,37.5633614435676,126.980439990525,https://www.snf.com/locations/kr/,화학 솔루션 분야 회사,"SNF leads the world in sustainable chemical solutions with a specialty in preserving and recycling water, one of the most valuable endowed resources on this planet, and has its major production plants in France, the USA, China, India, and Korea with 20 more plants across the world.Established in 1986, SNF Korea has been playing a key role in the water industry as one of the vigorously growing subsidiaries of The SNF group of companies. Over the last three decades, SNF Korea has continued to grow at an accelerated pace in line with SNF Group’s growth in the global markets.With a wide range of products and world-class technology, SNF Korea is a market leader and has been serving its customers in various sectors such as municipal wastewater treatment, industrial water, and wastewater, paper, mining, construction, and cosmetics.  It is the pride of SNF Korea that we meet the needs and requirements of environmentally sensitive customers of more than 700 sewage treatment plants and industrial complexes in Korea.In addition, SNF Korea, as one of the main production sites of SNF, exports a substantial portion of its products to the global markets in Japan, South East Asia, and the rest of the world, including the Americas, Oceania, Africa, and Russia.SNF Korea runs its production plant in Ulsan Metropolitan City in Korea, the home of the petrochemical industry in South Korea.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9105,E000021943,00,중소기업,한국복합물류,1238140376,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCvdfOMYbABzZ5KKPFyqFjEIX5R%2FRZLTHPFHaTpmlPGwMHzOiv7QHti1AADI2Svwb5z1e%2F%2FlnxK%2FLR7MUtG9aA1I%3D,37.3309459272918,126.93722666624,http://www.kift.co.kr/,복합물류터미널,"전국 4개소에 운영중인 복합물류터미널은 국내 핵심 물류거점으로써 육상운송과 철도운송이 연계된 복합운송의 메카로 자리잡고 있습니다.교통의 결절점에 위치하고 있어 지역간 배송망 구축에 효과적이며, 배송센터, 화물취급장 등 다양한 물류시설을 갖추고 있어 상하차, 보관, 조립가공 등 물류 전 영역의 효율성을 증대시키고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9106,E000021923,00,중소기업,엠에이피건축종합건축사사무소,1208143980,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCoIjvquI1zH9Y9wMcvLIO9oQg3sY8Yx2EVtiMbxjVhWIEud2YV4O3xYMe7LcKVtjqh4IrsIL5xG1w14h3aq7p%2B4%3D,37.4740737105122,127.033346292956,https://mapgroup.co.kr,Total Design & Engineering Service를 제공하는 회사,"MAP GROUP은 1994년 창립 이래 30년간 하이테크 설계 분야에서 독보적인 입지를 구축해 왔습니다. 건축설계, 엔지니어링, CM, 감리를 아우르는 통합 설계 서비스를 제공하며, 업계를 선도해 온 자부심을 가지고 있습니다.2003년 중국 진출을 시작으로 글로벌 시장 개척에 매진한 결과, 현재 미주, 유럽, 아시아 등 전 세계 11개국에 네트워크를 구축했습니다. 각국의 현지 파트너사들과의 전략적 협력과 본사와의 유기적 협업을 통해 최고 수준의 설계 서비스를 제공하고 있으며, 엄격한 품질관리 시스템으로 완성도 높은 결과물을 보장하고 있습니다.디지털 전환이 가속화되는 건설 환경에 발맞추어, 우리는 첨단 기술 개발과 인재 육성에 심혈을 기울이고 있습니다. BIM, M2R, 실시간 렌더링 솔루션 등 첨단 3D 모델 시스템을 통해 프로젝트의 통합 관리를 실현하고 있으며, 지속가능한 친환경 설계와 에너지 효율화를 선도하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9107,E000021903,40,중견기업,샘표,2178100359,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCg2fZHN2pxOKvWZ1QICaWJAsviWt6%2BnvK0vgmUc8vCOSCCzi6MVnTedLXVtsyDPQLF11sDVU5yQCvrn0mAMFnx0%3D,37.5616013452169,126.993476151077,https://www.sempio.com/,식문화 대표기업,"“내 가족이 먹지 못하는 것은 만들지도 팔지도 않는다”라는 창업주의 신념 아래 한국의 식문화를 대표하는 기업으로 성장한 샘표는 우리맛의 가치를 알리고, 세계인을 즐겁게 하겠다는 비전을 이루기 위해 노력해 왔습니다.샘표의 발효 기술력으로 우리 전통장을 혁신적인 글로벌 장으로 발전시킨 요리에센스 연두는 100% 콩을 발효한 순식물성으로 재료의 맛을 살리는 ‘매직소스’라 불리며 전세계인들에게 많은 주목을 받으며 스페인에 이어 미국, 중국, 영국에 진출하였고 올해 네덜란드, 독일, 인도, 호주 진출을 눈앞에 두고 있습니다.또한 샘표는 75주년을 맞아 요리가 즐거워지는 ‘새미네부엌’을 새롭게 론칭 하였습니다.가족이 함께하는 요리가 놀이가 되고, 즐거움이 되는 ‘새미네부엌’을 통해 우리 집밥이 좀 더 쉽고, 맛있고 건강해지기를 기대합니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9108,E000021883,10,대기업,코리아에셋투자증권,1208197564,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCkjQehsa1EYwP819HuyQOc8zrFbr0N1P%2BmsRVgMXGwUikJsBjIrHhPYHYm7K%2FS9HJh8j4WhQIoAhW6zOynEr%2BOY%3D,37.523046311083,126.925615622918,https://www.kasset.co.kr,금융투자회사,"Your Partner for Success중소벤처기업금융, 비상장주식거래, 대체투자 분야 특화 증권사로서 전문투자가로부터 신뢰받는 우량 금융투자회사로 도약하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9109,E000021863,40,중견기업,제뉴파마,7338802047,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCusvG0vJYnP7is5WYzOK0TRKUvlZBnh3HWQza9Kyak4AX4jJ5LsQyGKyPHdmXc30%2FjcvEJcwJm%2FtrSjGkfrd9%2Bw%3D,37.1528687114875,128.171014653432,https://www.genupharma.com,의약 토탈서비스를 제공하는 기업,"개발에서 완제품 출하까지 완벽한 토탈서비스 제공생산공정, 품질관리, 각종 서류 제공 등 제뉴파마의 모든 기술력까지 제공하여 고객의 허가 및 제품생산에 있어 최고의 서비스를 제공합니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9110,E000021843,00,중소기업,빅바이트컴퍼니,3938602980,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCg%2BpgFsacpL2I5nTnhfzr5yfxeXJPs4%2Bjiu1F0MxRx7kqyjCEpnzyY7EPtBMPbNcjyLmX6fKUZ%2Bq7cx76o2V72w%3D,37.435827408665,127.168715650428,https://www.spc.co.kr/about/relative_detail?idx=3,외식사업 전문기업,"㈜빅바이트컴퍼니는 SPC그룹이 베이커리 및 카페 사업과 더불어 종합식품기업으로 도약하기 위해 2023년 12월 파리크라상에서 법인 분리를 통해 탄생하였습니다. 외식사업을 전문적으로 하기 위해 분리된 법인으로 현재 뉴욕에서 온 파인 캐주얼 레스토랑인 쉐이크쉑과 건강 스무디 잠바주스 사업을 영위하고 있으며, 추후 다양한 브랜드 사업을 진행 계획 중에 있습니다. SPC그룹의 철저한 식품 위생과 안전시스템을 활용하여 해외 유명 브랜드 도입과 더불어 국내 기업 인수 합병 및 해외 진출을 통한 사업 다각화도 적극 추진 중입니다. 국내 식품산업을 선도하고 해외 시장에서도 K-Culture를 알리고 대한민국의 위상을 높이는 세계적인 기업으로 성장하기 위해 노력하겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9111,E000021823,00,중소기업,에이케이플라자,1258129907,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCieg9HHWV6E5%2BX%2F4AUrJe%2FEM5GfoSoF0J8V7bvymtMyrNs%2FWdLW1juQ%2FQOneFE3v134ROdo16aNOyMZxxzSeHPo%3D,36.9918974768998,127.083288658126,https://akplaza.recruiter.co.kr,전문 유통기업,"AK PLAZA는 쇼핑·문화에 대한 철학을 담은 전문 유통기업 입니다.최고의 상품으로 고객을 사로잡고 최상의 서비스로 고객과 소통합니다. AK PLAZA 수원, 분당, 평택, 그리고 원주에서 패션, 외식, 라이프스타일 등의 감각적인 쇼핑·문화생활을 제안하고 있습니다.글로벌 브랜드는 물론 유행을 선도하는 트렌디한 상품을 지속적으로 발굴하여 AK PLAZA에서의 경험이 곧 즐거움이 될 수 있도록 세심하게 노력할 것입니다. 또한 AK PLAZA 홍대, 기흥, 세종, 성수, 광명, 금정, 인천공항에서는 빠르게 변화하는 고객과 관광객들의 니즈를 만족시키며 미래성장동력으로 키워가고 있습니다.앞으로도 AK PLAZA는 유통업의 끊임없는 변화를 예측하고 고객에게  언제나 높은 가치를 제공하는 유통 서비스를 개척해 나가겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9112,E000021803,30,공공기관,부산신용보증재단,6058206047,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDClBVistAjJB34uy%2FZKreKxYz3n3BdB49Y4apaLg8NPpb2qXFP5lJWFOkIthcY%2FWnYp9kQaLo%2FgZuiB7zHzgz5eI%3D,35.1787767708097,129.073568145744,https://www.busansinbo.or.kr/main.do,부산 유일의 공적금융기관,"부산신용보증재단은 담보가 부족해 은행 문턱을 넘기 힘든 부산의 소상공인과 중소기업인 여러분께 '신용보증'을 통해 저금리의 자금을 원활히 이용하실 수 있도록 돕는 부산광역시 유일의 공적 금융기관입니다.1997년 설립 이후 지금까지, 부산신용보증재단은 늘 여러분과 가장 가까운 곳에서 함께 울고 웃으며 성장해 왔습니다. IMF사태부터 카드대란, 국제금융위기, 최근의 코로나19 상황까지 지역 경제가 흔들릴 때마다 부산신용보증재단은 자영업 현장의 어려움을 해결하기 위해 최일선에서 누구보다 힘차게 뛰어왔습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9113,E000021783,00,중소기업,인천공항운영서비스,8478701296,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDClnGXtuck%2BAqB92TTjxJY3w6h4V66pUb4CK1o4WcQYznkp%2BAESaBYzSnqrZm8uUJQDDCXEGrF5uK7XbbB550KIE%3D,37.4390779767265,126.463836156937,http://airportos.co.kr,각종 여객 서비스 제공 및 공항 운영·관리 사업,"함께하는 운영, 최고의 서비스""Best Operation, Exceptional Service""편리하고 안전한 여행의 첫 발, 최고의 공항 서비스를 책임지는 인천공항운영서비스인천공항운영서비스는 인천국제공항공사의 두번째 자회사로서 편리하고 안전한 인천공항을만들기 위하여 각종 여객 서비스 제공 및 공항 운영·관리 사업 등을 수행하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9114,E000021763,40,중견기업,우성사료,8848702144,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCiTeJ%2B12TYGJp6b9nqVjQ1ZfV3UuW7sZT1T2mSFsJFbovRaZdQDpmcv6tAsLm3XujtzpZXPmM0zwA%2BANn7E%2Bpq4%3D,36.358804429677,127.412686618634,http://www.woosungfeed.co.kr,축·수산업 기업,"우성사료는 1968년 설립 이후 지난 50년간 우리 나라의 축·수산업 발전에 주도적 역할을 하며 성장하였습니다.우리 삶 가까운 곳에, 친근한 우성우성사료는 고품질 배합사료만을 고집하며 농장의 생산성 향상에 기여해 왔습니다.국민들에게 안전하고 맛있는 단백질을 공급한다는 사명감이 있었기 때문입니다.오늘 밥상에 올라온 쇠고기와 돼지고기, 닭고기. 우리 아이들이 마시는 신선한 우유까지.우성사료는 우리 가까운 곳에서 생활을 풍요롭게 만듭니다.세계 속에 성장하는 글로벌 우성우성사료는 국내 3개 사업장에서 400여종의 제품을 생산하여, 전국 6개 영업소 200여 개 대리점을 통해 신속한 공급과 고객서비스 향상을 실현하였습니다. 여기서 한발 더 나아가, 2003년 베트남 동나이에 첫 해외거점을 설립하고 2005년에는 중국 덕주에 법인을 설립하여 세계시장에서 경쟁하며 글로벌 사료전문기업으로 발돋움하고 있습니다.우성사료는 양어사료 수출 등 해외사업 성공과 지속적 시장개척을 통해 세계적 축산기업으로 우뚝 서겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9115,E000021743,30,공공기관,손해보험협회,1028204254,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCtrwZIv6KGii8i03Lj%2BsSnghFSf5ZKhEHG7fneo13xEn24nB%2BrmQbmzPEoc2VHfRegQ%2BitvZXGHwa3%2FYq7N4hbo%3D,37.5747244659804,126.979022440109,https://www.knia.or.kr,손해보험산업을 위한 기관,"1946년 설립된 협회는 손해보험산업의 건전한 성장과 발전, 업무질서 유지 그리고 소비자 보호를 위해 노력하고 있습니다.앞으로도, 국민 여러분의 일상생활을 보장하는 동반자이자 금융산업의 중요한 축으로서 그 역할을 다할 수 있도록 최선을 다하겠습니다.협회는 홈페이지를 통해 보험법규, 보험용어, 상품 및 경영공시 등 소비자 여러분께 유익한 정보를 제공하고 있으며, 보험 가입 내역 조회 및 민원 상담 서비스도 운영하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9116,E000021723,30,공공기관,항공기상청,1218304437,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCt2cGSfEdsUaM9%2BgNVycuayLkN38cIN7%2B39%2BeXpXsOBCL5dZL4M8mCYDIel2i02lNBHT7pMvFmEqx6Dn%2F%2Fk0gJ8%3D,37.4693409225693,126.459854308705,https://amo.kma.go.kr,항공기상정보 알림 기관,항공기상청은 항공기상정보를 이용하시는 모든 분들이 고품질의 정보를 편하게 이용하실 수 있도록 최선의 노력을 다하고 있습니다.현재 안전하고 경제적인 항공운항을 위한 빈틈없는 위험기상 감시와 정확한 항공예보의 제공에서 더 나아가 앞으로는 미래 항공교통체계 전환에 발맞추어 첨단기술을 융합한 혁신적인 항공기상기술을 개발하고 여러분께 선보일 것입니다.,,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9117,E000021703,00,중소기업,포스코인재창조원,1318670110,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCiRP2%2FSeEiESTWJtTv1qBpw1NGeLSECMPNM%2BmMGJKq5fb8NIpuz88RVeYakqrjL0W%2BRsbBJNnfygMQXjHTZzYy0%3D,37.3791762661257,126.667685987058,https://www.poscohrd.com/,포스코그룹 HRD Hub,"포스코인재창조원은 포항제철소에서 첫 쇳물을 생산하기 이전인 1969년, 제철연수원에서 출발하여 ‘인재육성이 미래 성장의 동력’이라는 경영층 철학 하에 그룹 인재상 구현과 학습문화 확산의 책무를 면면히 수행해 왔습니다.이제 포스코인재창조원은 지난 50여년 간 포스코그룹의 성공신화를 발판 삼아 Next 50년의 새로운 도약을 지원하기 위해 ‘미래 성장동력과 시너지를 촉진하는 포스코그룹 HRD Hub’로 진화, 발전하고자 합니다.더불어 경영이념을 바탕으로 그룹 비즈니스를 리딩할 미래인재 육성에 집중하고 있으며, 변화한 경영환경에서 차별화된 가치를 창출할 수 있도록 Re/Up-Skilling 프로그램을 체계화 하고 있습니다.포스코그룹의 임직원이라면 누구나 조직 내에서 마음껏 성장할 수 있도록 입사 준비부터 퇴직 준비까지, 국내 최대 규모 교육 프로그램과 AI 기반 학습플랫폼을 통해 체계적인 학습경험을 제공하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
9118,E000021683,30,공공기관,한국전시산업진흥회,2148207383,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCiby%2BASara4zFqY%2BtgaUquc9wb1RtrS%2FtWbfwsoCYb25BeKWHEDm08zv%2FBkdHbjYRm6SWfqqZDNahmi74qVcD6Y%3D,37.5114116206258,127.079687718424,https://www.akei.or.kr,전시산업 발전을 위해 다양한 사업을 진행하는 기관,"한국전시산업진흥회는 2002년에 설립된 이래 「전시산업발전법」에 의거, 전시업계의 권익 증진과 우리나라 전시산업 발전을 위한 다양한 사업을 전개해 왔습니다.최근 전시산업은 4차 산업혁명에 따른 AI 및 첨단 기술의 발전과 함께 ESG 경영, 탄소중립 등 새로운 전환점을 지나고 있습니다. 이러한 시대적 변화에 발맞춰 다채롭고 혁신적인 경험을 제공하는 전시회가 될 수 있도록 진흥회는 유연하게 대응하겠습니다.이를 위해 국내 전시회 개최지원과 전시산업 기반 구축, 중소기업 및 소공인의 판로 지원 등 다양한 사업 운영에 힘 쏟겠습니다. 또한 현장에서 요구하는 디지털 융합형 전문 인재 육성과 전시산업 종사자들의 역량 강화를 지원하겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
9119,E000021663,00,중소기업,포스코지와이솔루션,7918802913,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCqQa1wBXVSpEMYTlwQIe1wqrpk6Ef8eICE%2FshNUZit4A5HoMKHBVEG%2B3rSKoUFqfTNRllCNmNSz6ER%2FDoSPGKzM%3D,34.895508207487,127.76314188205,https://www.poscogysolution.com/,건설·광업용 기계 및 장비 수리업,철강 및 소재 제조설비 분야에서 세계 최고의 경쟁력을 보유할 수 있는 스마트 팩토리 구현을 위해 혁신적인 정비기술개발과 윤리?인간존중 경영에서 기본과 원칙을 철저히 준수하여 신뢰와 존경을 받는 기업으로 성장,,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
