BIZRNO,ENT_NM,HDQTR_KOR_ADRS,HDQTR_KOR_DETAIL_ADRS,HDQTR_LEGAL_CD,HOMP_URL
3200058569,서울시 감정노동종사자 권리보호센터,"서울 종로구 율곡로 56 (경운동, 경운동 운현 SKY빌딩)",9층,1111013400,http://www.emotion.or.kr/
3200058585,옥수종합사회복지관,"서울 성동구 한림말길 16-5 (옥수동, 옥수사회복지관)",,1120011300,http://www.oksoocwc.or.kr/main/
3200058589,자양종합사회복지관,"서울 광진구 자양번영로 35 (자양동, 자양3세대종합복지센터)",,1121510500,http://www.jayang.or.kr/
3200058694,서울특별시중랑구사회복지협의회,"서울 중랑구 봉화산로 190 (신내동, 신내2동 관상복합청사)",4층,1126010600,http://jungnangcsw.or.kr/
3200058741,(사)한국연극협회,서울 종로구 대학로9길 12 (명륜4가),3층,1111017200,http://ktheater.bravod.co.kr/
3200058744,서울특별시교육청학교보건진흥원,"서울 종로구 송월길 48 (신문로2가, 서울특별시교육청)",,1111012100,https://bogun.sen.go.kr/
3200058745,서울시 평생교육진흥원,"서울 마포구 새창로 7 (도화동, 서울대학교 총동창회 장학빌딩)",14층,1144010400,http://smile.seoul.kr/
3200058748,서울바이오허브,서울 동대문구 회기로 117-3 (회기동),,1123010800,https://www.seoulbiohub.kr/front/user/main.do
3200058754,국립경찰병원,"서울 송파구 송이로 123 (가락동, 국립경찰병원)",,1171010700,https://www.nph.go.kr/nph/main/main.do
3200058766,남북회담본부,"서울 종로구 와룡공원길 20 (원서동, 통일부 남북회담본부)",,1111014900,https://dialogue.unikorea.go.kr/ukd/main/userMain/main.do
3200058778,서울시국공립어린이집연합회,"서울 마포구 백범로31길 21 (공덕동, 서울창업허브, 서울복지타운)",704호,1144010200,https://kseca.or.kr/
3200058787,(재)차세대수치예보모델개발사업단,"서울 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",4층,1159010900,https://kiaps.recruits.co.kr/
3200058789,광장종합사회복지관,"서울 광진구 아차산로66길 8 (광장동, 광장종합사회복지회관)",,1121510400,http://www.gj.or.kr/xe/
3200058795,강남세움발달장애인평생교육센터,"서울 강남구 광평로60길 22 (수서동, 미미위강남세움센터)",,1168011500,http://www.gnva.org/index.php
3200058797,상월곡실버복지센터,"서울 성북구 화랑로 지하 157 (상월곡동, 상월곡역)",4번출구,1129013700,http://www.ssilver.co.kr/
3200058887,구로세무서,"서울 영등포구 경인로 778 (문래동1가, 구로세무서)",,1156011900,https://s.nts.go.kr/guro/main.do
3200058889,강남구청소년쉼터,"서울 강남구 광평로 185 (수서동, 태화기독교사회복지관)",6층,1168011500,https://www.gangnam.go.kr/office/ts7942/main.do
3200058926,조선왕릉중부지구관리소,"서울 노원구 화랑로 681 (공릉동, 태강릉)",,1135010300,http://royaltombs.cha.go.kr/cha/idx/SubIndex.do?mn=RT
3200058933,서울지방국토관리청,"경기 과천시 관문로 47 (중앙동, 정부과천청사)","2동 3,4층",4129010700,http://www.molit.go.kr/srocm/intro.do
3200058947,서울남산국악당,"서울 중구 퇴계로34길 28 (필동2가, 남산골한옥마을)",,1114013800,https://www.hanokmaeul.or.kr/
3200058948,덕수궁관리소,"서울 중구 세종대로 99 (정동, 덕수궁)",,1114016700,http://www.deoksugung.go.kr/
3200058969,서울특별시사회적경제지원센터,"서울 은평구 통일로 684 (녹번동, 서울혁신파크)",미래청 1층,1138010200,https://sehub.net/
3200058972,마들종합사회복지관,"서울 노원구 동일로210길 22 (중계동, 중계주공1단지아파트)",,1135010600,http://www.madeul.org/
3200058987,마포중앙도서관,"서울 마포구 성산로 128 (성산동, 마포중앙도서관)",,1144012500,https://mplib.mapo.go.kr/mcl/index.do
3200059212,국립항공박물관,"서울 강서구 하늘길 177 (공항동, 국립항공박물관)",,1150010800,http://aviation.or.kr/index.do
3200059647,(재)노원문화재단,"서울 노원구 중계로 181 (중계동, 노원문화예술회관)",3층,1135010600,https://www.nowonarts.kr/html/
3200059873,종로구마을자치센터,서울 종로구 율곡로 89 (원서동),웰니스센터 B108호,1111014900,https://blog.naver.com/jongnomaza
3200059878,역삼재가노인데이케어센터,서울 강남구 언주로70길 18 (역삼동),,1168010100,https://www.gangnam.go.kr/office/ysswc/main.do
3200059888,사당종합사회복지관,"서울 동작구 사당로14길 20 (사당동, 사당종합사회복지관)",http://www.sadangwelfare.org/new_2007/index.htm,1159010700,
3200063321,시립노원노인종합복지관,"서울 노원구 노원로16길 15 (하계동, 중계주공9단지아파트)",,1135010400,https://nowonsenior.or.kr/
3200063987,가락종합사회복지관,"서울 송파구 양재대로 897 (가락동, 가락종합사회복지관)",,1171010700,http://www.garak.or.kr/
3200063999,번동3단지종합사회복지관,"서울 강북구 오현로 208 (번동, 번동주공아파트)",302동,1130510200,http://www.bestbun3.org/main/main.html
3200064527,동대문구치매안심센터,서울 동대문구 홍릉로 81 (청량리동),1층,1123010700,https://dongdaemun.seouldementia.or.kr/
3200065484,양천지역자활센터,서울 양천구 오목로 41 (신월동),5층,1147010300,https://www.yclove.or.kr/
3200066458,남산실버복지센터,"서울 중구 동호로5길 189 (신당동, 남산실버복지센터)",,1114016200,http://www.nssilver.or.kr/
3200066584,노원구육아종합지원센터,"서울 노원구 덕릉로 859 (상계동, 상계3.4동주민센터)",공공복합청사 4층 노원구육아종합지원센터,1135010500,https://www.nwscc.or.kr/
3200069314,성북구마을사회적경제센터,"서울 성북구 종암로25길 29 (종암동, 성북구마을사회적경제센터)",,1129013500,https://sbnet.or.kr/
3200069324,월계문화복지센터,"서울 노원구 월계로42길 9 (월계동, 월계문화복지센터)",,1135010200,http://wgcwc.or.kr/main.do
3200069344,동대문구발달장애인평생교육센터,"서울 동대문구 청계천로 521 (용두동, 다사랑행복센터)",9층,1123010200,http://dongdaemunedu.or.kr/
3200069354,서대문종합사회복지관,"서울 서대문구 모래내로 177 (남가좌동, 서대문사회복지관)",,1141012000,https://sdmbokji.or.kr/
3200069358,곰달래어르신복지센터,"서울 강서구 강서로5길 50 (화곡동, 복지문화센터및공영주차장)",3층,1150010300,http://www.gomdallaeswc.or.kr/
3200069874,농어업농어촌특별위원회,"서울 종로구 새문안로 82 (신문로1가, 에스타워)",16층,1111012000,https://www.pcafrp.go.kr/
3200075484,마포구치매안심센터,"서울 마포구 대흥로 122 (대흥동, 치매지원센터)",,1144010800,https://mapo.seouldementia.or.kr/
3200077799,서대문아이존,"서울 서대문구 연희로 26 (창천동, 동방사회복지회본관)",2층,1141011600,http://www.sdmizone.or.kr/
3200077899,구립화원종합사회복지관,"서울 구로구 벚꽃로 484 (구로동, 화원종합사회복지관)",,1153010200,http://www.hwawon.org/main.php
3200078428,여성긴급전화1366 서울센터,"서울 구로구 가마산로 272 (구로동, 강서,남부 수도사업소 민원센터)",3층,1153010200,http://seoul1366.or.kr/new_html/
3200078451,잠실청소년센터,서울 송파구 올림픽로8길 22 (잠실동),,1171010100,http://www.jamsilyouthcenter.or.kr/
3200078452,전국장애아통합어린이집협의회,"서울 강동구 천호대로 1095 (천호동, 현대코아아파트)",3층,1174010900,http://www.kidsinco.or.kr/
3200078587,에덴장애인종합복지관,"서울 구로구 고척로21가길 84-35 (개봉동, 에덴장애인종합복지관)",,1153010700,http://www.edenwelfare.or.kr/
3200078779,성동구보건소,"서울 성동구 마장로23길 10 (홍익동, 성동구보건소)",,1120010300,https://www.sd.go.kr/health/index.do
3200078944,서대문구 사회적경제마을자치센터,"서울 서대문구 수색로 43 (남가좌동, 가좌행복주택 복합커뮤니티센터)",서대문구 사회적경제마을자치센터,1141012000,https://www.sdm.go.kr/social/index.do
3200078945,광진구육아종합지원센터,"서울 광진구 동일로56가길 31 (군자동, 구립군자어린이집)",3층 광진구육아종합지원센터,1121510900,https://www.gjcare.go.kr/
3200078946,강남구육아종합지원센터,서울 강남구 삼성로72길 7 (대치동),,1168010600,https://gncare.go.kr/index.php
3200078947,서울 송파구육아종합지원센터,"서울 송파구 중대로 235 (오금동, 송파어린이문화회관)",4층,1171011200,http://www.spscc.or.kr/
3200078956,까리따스방배종합사회복지관,"서울 서초구 남부순환로 2124 (방배동, 까리따스방배종합사회복지관)",,1165010100,https://cbwc.or.kr/
3200078958,서울역사박물관,"서울 종로구 새문안로 55 (신문로2가, 서울역사박물관)",,1111012100,https://museum.seoul.go.kr/www/NR_index.do?sso=ok
3200078964,금천구 체육회,서울 금천구 탑골로 22 (시흥동),4층,1154510300,http://geumchun.or.kr/
3200081245,서울구로육아종합지원센터,"서울 구로구 가마산로 203 (구로동, 우리은행구로본동지점)",,1153010200,https://guroccic.guro.go.kr/index.php
3200081454,성동구 사회적경제지원센터,"서울 성동구 뚝섬로1길 2 (성수동1가, 성동 상생도시센터)",8층,1120011400,http://www.ssec.or.kr/index
3200082121,금천지역자활센터,"서울 금천구 시흥대로 272 (시흥동, 청강빌딩)",5층,1154510300,http://www.gcjahwal.or.kr/
3200082122,강북구치매안심센터,"서울 강북구 삼양로19길 154 (미아동, 강북구민 건강관리센터)",강북구보건소 삼각산분소 2층,1130510100,https://gangbuk.seouldementia.or.kr/
3200084154,송파구가족센터,"서울 송파구 양산로 5 (거여동, 송파구 보건지소)",2층,1171011300,https://songpa.familynet.or.kr/center/
3200084545,도봉구치매안심센터,"서울 도봉구 마들로 650 (방학동, 도봉월드상가)",4층,1132010600,https://dobong.seouldementia.or.kr/
3200085214,송파구사회적경제지원센터,서울 송파구 문정로 246 (마천동),,1171011400,https://www.songpase.org/
3200085222,동작종합사회복지관,"서울 동작구 등용로 47 (대방동, 동작종합사회복지관)",,1159010800,http://www.dongjaksw.or.kr/
3200085224,(사)전국평생학습도시협의회,"서울 중구 청계천로 14 (무교동, 한국정보화진흥원)",6층,1114010100,
3200085484,서울동작구육아종합지원센터,"서울 동작구 여의대방로36길 11 (대방동, 동작구육아종합지원센터)",3~5층,1159010800,https://dccic.go.kr/index.php
3200085956,중랑구정신건강복지센터,"서울 중랑구 면목로 238 (면목동, 중랑구민회관)",1층,1126010100,https://www.jcmhc.or.kr:458/
3200086215,구립 도봉실버센터,"서울 도봉구 시루봉로 133 (방학동, 도봉실버센터)",,1132010600,http://www.dobongsilver.or.kr/
3200087252,서울관악구육아종합지원센터,"서울 관악구 쑥고개로 128 (봉천동, 관악구건강가정지원센터, 보육지원센터)",,1162010100,http://www.gwanak.go.kr/site/educare/main.do
3200087654,영등포구 체육회,"서울 영등포구 도신로15길 5 (도림동, 영등포 다목적 배드민턴 체육관)",3층,1156011800,http://ydpsportal.or.kr/
3200087951,성동구치매안심센터,"서울 성동구 왕십리로5길 3 (성수동1가, 성수1가제2동 공공복합청사)",5층,1120011400,https://seongdong.seouldementia.or.kr/
3200087963,성북구자살예방센터,"서울 성북구 오패산로 21 (하월곡동, 생명의전화(종합복지관))",4층,1129013600,http://www.salja.or.kr/contents/main.php
3200087965,(사)서울노숙인시설협회,서울 성동구 가람길 125 (송정동),,1120011800,http://homeless-seoul.or.kr/
3200087966,강동구사회적경제지원센터,서울 강동구 양재대로 1547 (천호동),1층,1174010900,http://www.gdse.org/
3200087985,구립중구노인요양센터,"서울 중구 필동로 96 (장충동2가, 필동요양시설)",,1114014400,http://www.junggusilvercare.org/main/main.html
3200087989,서울소방재난본부,"서울 중구 퇴계로26길 52 (예장동, 서울시소방재난본부)",,1114014200,https://fire.seoul.go.kr/main/main.do
3200087999,홍은종합사회복지관,"서울 서대문구 세검정로1길 116 (홍은동, 홍은동종합사회복지관)",,1141011800,http://hwelfare.or.kr/
3200088562,은평구노동자종합지원센터,"서울 은평구 통일로 1045 (진관동, 이룸채)",,1138011400,https://www.eplabor.org/
3200088756,광진구치매안심센터,"서울 광진구 긴고랑로 110 (중곡동, 중곡종합건강센터)",,1121510100,https://gwangjin.nid.or.kr/main/main.aspx
3200088777,구립중림어르신데이케어센터,"서울 중구 서소문로6길 16 (중림동, 중림종합복지센터)",4층,1114017100,http://www.jldaycare.com/
3200088779,성동구체육회,"서울 성동구 왕십리로 89 (성수동1가, 성동구민종합체육쎈터)",3층,1120011400,http://www.sdsportal.or.kr/
3200088878,서울특별시어린이병원,"서울 서초구 헌릉로 260 (내곡동, 서울시립어린이병원)",,1165010900,https://childhosp.seoul.go.kr/
3200088888,구립양천어르신요양센터,"서울 양천구 신월로 26 (신정동, 구립양천노인요양센터)",,1147010100,http://www.yc365sun.or.kr/
3200088899,성북구육아종합지원센터,"서울 성북구 화랑로18자길 13 (상월곡동, 성북정보도서관)",,1129013700,https://www.gongdan.go.kr/childCare/main/main.do
3200088989,성가정노인종합복지관,"서울 강동구 양재대로156길 28 (고덕동, 명일동천주교회)",,1174010200,https://skjsenior.org/
3200088999,갈월종합사회복지관,서울 용산구 두텁바위로37길 25 (후암동),,1117010100,http://www.galwol.or.kr/
3200089523,반포종합사회복지관,"서울 서초구 신반포로33길 22 (잠원동, 구립반포종합사회복지관)",,1165010600,https://www.mybanpo.org/
3200089525,대한장애인스키협회,"서울 송파구 올림픽로 424 (방이동, 올림픽공원)",벨로드롬 106호,1171011100,http://kpsa.koreanpc.kr/
3200089652,은평구립갈현노인복지관,"서울 은평구 통일로89길 12-6 (갈현동, 갈현노인복지센터)",,1138010400,http://www.ghsw.or.kr/
3200089656,(재)광진복지재단,"서울 광진구 자양로 95 (자양동, 도광빌딩)",5층,1121510500,http://gwangjinsw.or.kr/
